,date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,f_nonconv,quiet_flux,ar_flux,conv_flux,unsigned_flux,pol_flux,pol_conv_flux,vconv_quiet,vconv_large,vconv_small,rv_model,unsigned_obs_flux
0,,,-27.91577955698794,-17.894892730945713,0.6002115232930059,10.020886826042226,5.5938995486475,0.05447164740956951,5.64837119605707,,0.5586382233764433,0.041573299916563125,2.373364847717275,3.275006348339795,2.373364847717275,3.2205347009302256,,7.934035675791954,138.47411262252257,185.77202929264024,15.665396534796,-0.7195486154778261,-17.099024648053653,6.062081292120922,6.194588055890306,-0.007220845464751608,108.18656571702509,15.665396534796
